,City,Country,Date,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Description
492,Torbay,CA,2022-07-22 20:03:19,47.6666,-52.7314,67.57,77.0,14.0,5.01,few clouds
493,Coihaique,CL,2022-07-22 20:04:00,-45.5752,-72.0662,30.54,94.0,100.0,2.1,overcast clouds
494,Mareeba,AU,2022-07-22 20:05:19,-17.0,145.4333,60.44,87.0,8.0,2.26,clear sky
495,San francisco,US,2022-07-22 20:04:34,37.7749,-122.4194,92.03,70.0,20.0,19.57,few clouds
496,Beringovskiy,RU,2022-07-22 20:05:23,63.05,179.3167,49.17,75.0,100.0,10.0,overcast clouds
497,Nogales,MX,2022-07-22 20:03:46,31.3086,-110.9422,95.72,38.0,0.0,3.44,clear sky
498,Manicore,BR,2022-07-22 20:03:33,-5.8092,-61.3003,85.73,62.0,100.0,2.01,overcast clouds
499,Palora,EC,2022-07-22 20:05:28,-1.7,-77.9333,78.91,52.0,99.0,3.38,overcast clouds
500,Garissa,KE,2022-07-22 20:05:30,-0.4536,39.6401,73.69,68.0,97.0,22.68,overcast clouds
501,Los llanos de aridane,ES,2022-07-22 20:04:49,28.6585,-17.9182,74.12,84.0,20.0,16.11,few clouds
502,Ituiutaba,BR,2022-07-22 20:01:54,-18.9689,-49.465,83.55,24.0,0.0,7.63,clear sky
503,Parkes,AU,2022-07-22 20:05:35,-33.1333,148.1833,41.36,83.0,79.0,4.72,broken clouds
504,Waingapu,ID,2022-07-22 20:05:37,-9.6567,120.2641,70.81,84.0,100.0,8.21,overcast clouds
505,Walvis bay,NA,2022-07-22 20:05:39,-22.9575,14.5053,58.08,53.0,0.0,8.63,clear sky
506,Coquimbo,CL,2022-07-22 20:03:17,-29.9533,-71.3436,58.35,82.0,12.0,3.6,few clouds
507,Sheregesh,RU,2022-07-22 20:05:42,52.9209,87.9869,52.34,98.0,100.0,4.61,overcast clouds
508,Cidreira,BR,2022-07-22 20:05:44,-30.1811,-50.2056,64.51,91.0,95.0,3.31,light rain
509,Mutare,ZW,2022-07-22 20:05:46,-18.9707,32.6709,53.91,79.0,1.0,4.65,clear sky
510,Tuktoyaktuk,CA,2022-07-22 20:01:38,69.4541,-133.0374,58.03,64.0,94.0,4.9,overcast clouds
511,Warmbad,NA,2022-07-22 20:05:50,-28.45,18.7333,64.15,26.0,55.0,0.76,broken clouds
512,Albany,AU,2022-07-22 20:06:55,42.6001,-73.9662,91.62,43.0,18.0,1.01,few clouds
513,Ilulissat,GL,2022-07-22 20:06:57,69.2167,-51.1,51.82,87.0,100.0,8.05,light rain
514,Guerrero negro,MX,2022-07-22 20:04:10,27.9769,-114.0611,76.64,56.0,34.0,19.19,scattered clouds
515,Pudozh,RU,2022-07-22 20:07:01,61.8099,36.5345,64.44,79.0,84.0,3.96,broken clouds
516,Likasi,CD,2022-07-22 20:07:03,-10.9814,26.7333,61.48,49.0,8.0,3.65,clear sky
517,Tarauaca,BR,2022-07-22 20:07:05,-8.1614,-70.7656,92.35,40.0,76.0,2.01,broken clouds
518,Caluquembe,AO,2022-07-22 20:07:07,-13.7833,14.6833,60.96,30.0,4.0,0.83,clear sky
519,Lensk,RU,2022-07-22 20:07:09,60.7253,114.9278,60.22,97.0,92.0,3.83,overcast clouds
520,Phan thiet,VN,2022-07-22 20:05:54,10.9333,108.1,76.03,88.0,94.0,1.7,overcast clouds
521,Kamaishi,JP,2022-07-22 20:07:14,39.2667,141.8833,71.76,98.0,68.0,2.15,broken clouds
522,Nanakuli,US,2022-07-22 20:07:16,21.3906,-158.1547,84.15,56.0,75.0,10.36,broken clouds
523,Ixtapa,MX,2022-07-22 20:07:18,20.7,-105.2,91.22,70.0,75.0,9.22,broken clouds
524,Gilgit,PK,2022-07-22 20:07:19,35.9221,74.3087,86.68,50.0,100.0,4.52,overcast clouds
525,Port alfred,ZA,2022-07-22 20:07:21,-33.5906,26.891,64.45,65.0,100.0,8.77,overcast clouds
526,Atambua,ID,2022-07-22 20:07:23,-9.1061,124.8925,64.72,86.0,90.0,5.77,overcast clouds
527,Leshukonskoye,RU,2022-07-22 20:07:25,64.8989,45.7622,65.1,67.0,49.0,7.16,scattered clouds
528,Marawi,SD,2022-07-22 20:07:27,7.9986,124.2928,68.79,94.0,97.0,2.84,overcast clouds
529,Port elizabeth,ZA,2022-07-22 20:03:28,-33.918,25.5701,59.31,74.0,0.0,11.5,clear sky
530,Victoria,SC,2022-07-22 20:05:20,22.2855,114.1577,87.19,81.0,55.0,8.01,broken clouds
531,Fortuna,US,2022-07-22 20:07:36,40.5982,-124.1573,67.93,71.0,9.0,3.0,clear sky
532,Dunedin,NZ,2022-07-22 20:06:46,-45.8742,170.5036,43.81,82.0,16.0,8.01,few clouds
533,Qujing,CN,2022-07-22 20:07:39,25.4833,103.7833,62.01,93.0,100.0,4.56,overcast clouds
534,Kashi,CN,2022-07-22 20:07:41,39.4547,75.9797,81.99,18.0,0.0,3.87,clear sky
535,Chok chai,TH,2022-07-22 20:07:43,14.7284,102.1652,76.19,90.0,100.0,4.61,overcast clouds
536,Fernandopolis,BR,2022-07-22 20:07:45,-20.2839,-50.2464,84.07,22.0,93.0,5.66,overcast clouds
537,Korla,CN,2022-07-22 20:07:48,41.7597,86.1469,81.75,23.0,0.0,2.48,clear sky
538,Sao joao da barra,BR,2022-07-22 20:07:50,-21.6403,-41.0511,77.09,81.0,0.0,13.71,clear sky
539,Punta arenas,CL,2022-07-22 20:07:52,-53.15,-70.9167,39.31,70.0,0.0,13.8,clear sky
540,Touros,BR,2022-07-22 20:07:54,-5.1989,-35.4608,77.25,82.0,100.0,15.55,overcast clouds
541,Bara,SD,2022-07-22 20:06:53,10.3744,10.7288,76.42,80.0,95.0,6.98,overcast clouds
542,Waitati,NZ,2022-07-22 20:07:58,-45.75,170.5667,43.81,82.0,14.0,5.06,few clouds
543,Surin,TH,2022-07-22 20:07:59,14.8818,103.4936,76.68,88.0,100.0,5.19,overcast clouds
544,Bambanglipuro,ID,2022-07-22 20:05:26,-7.95,110.2833,73.65,87.0,65.0,5.01,broken clouds
545,Wakefield,NZ,2022-07-22 20:05:39,53.6809,-1.499,63.63,83.0,63.0,4.43,broken clouds
546,Komsomolskiy,RU,2022-07-22 20:08:05,40.4272,71.7189,83.12,30.0,0.0,4.61,clear sky
547,Sechura,PE,2022-07-22 20:08:07,-5.5569,-80.8222,71.56,65.0,18.0,14.43,few clouds
548,Richards bay,ZA,2022-07-22 20:08:09,-28.783,32.0377,67.15,82.0,0.0,12.44,clear sky
549,Iqaluit,CA,2022-07-22 20:05:19,63.7506,-68.5145,43.05,77.0,96.0,7.54,overcast clouds
550,Ponta do sol,PT,2022-07-22 20:08:12,32.6667,-17.1,73.71,77.0,4.0,6.51,clear sky
551,Rongcheng,CN,2022-07-22 20:08:14,30.634,117.8517,81.09,84.0,100.0,3.76,overcast clouds
552,Pisco,PE,2022-07-22 20:08:16,-13.7,-76.2167,62.65,77.0,40.0,10.36,smoke
553,Luau,AO,2022-07-22 20:08:18,-10.7073,22.2247,72.14,29.0,100.0,4.05,overcast clouds
554,Iroquois falls,CA,2022-07-22 20:08:21,48.7669,-80.6831,74.19,55.0,100.0,8.68,overcast clouds
555,Berlevag,NO,2022-07-22 20:08:22,70.8578,29.0864,55.2,82.0,75.0,19.57,broken clouds
556,Zapolyarnyy,RU,2022-07-22 20:08:24,69.4154,30.8136,56.48,83.0,17.0,5.64,few clouds
557,Tori fatehpur,IN,2022-07-22 20:09:27,25.45,79.1333,82.56,79.0,100.0,2.28,moderate rain
558,Alice town,BS,2022-07-22 20:09:29,25.7167,-79.3,83.95,74.0,2.0,13.33,clear sky
559,Kaduqli,SD,2022-07-22 20:09:31,11.0167,29.7167,81.19,57.0,51.0,2.86,broken clouds
560,Luena,AO,2022-07-22 20:09:33,-11.7833,19.9167,65.03,38.0,76.0,3.96,broken clouds
561,Bocana de paiwas,NI,2022-07-22 20:09:35,12.7857,-85.1227,74.03,95.0,100.0,8.16,overcast clouds
562,Oussouye,SN,2022-07-22 20:09:37,12.485,-16.5469,77.83,89.0,100.0,12.62,moderate rain
563,Atchison,US,2022-07-22 20:09:39,39.563,-95.1216,99.19,55.0,4.0,15.66,clear sky
564,Saldanha,ZA,2022-07-22 20:09:40,-33.0117,17.9442,56.21,89.0,100.0,4.14,overcast clouds
565,Bonanza,NI,2022-07-22 20:09:42,14.0289,-84.591,75.34,97.0,100.0,1.45,overcast clouds
566,Kolobrzeg,PL,2022-07-22 20:09:44,54.1757,15.5834,67.15,78.0,50.0,3.85,scattered clouds
567,Medianeira,BR,2022-07-22 20:09:46,-25.2953,-54.0939,73.8,62.0,100.0,6.02,overcast clouds
568,Zyryanka,RU,2022-07-22 20:09:50,65.75,150.85,57.72,48.0,13.0,2.08,few clouds
569,Hokitika,NZ,2022-07-22 20:08:29,-42.7167,170.9667,45.12,71.0,100.0,8.39,overcast clouds
570,Namibe,AO,2022-07-22 20:09:53,-15.1961,12.1522,62.42,88.0,10.0,3.22,clear sky
571,Westport,IE,2022-07-22 20:05:03,41.1415,-73.3579,96.44,43.0,0.0,11.5,clear sky
572,Boguchany,RU,2022-07-22 20:09:57,58.3814,97.4531,57.47,95.0,76.0,3.18,broken clouds
573,Lasa,CN,2022-07-22 20:09:58,46.6166,10.7002,68.67,83.0,77.0,3.33,broken clouds
574,Wexford,IE,2022-07-22 20:10:00,52.3342,-6.4575,62.22,79.0,61.0,10.49,broken clouds
575,Suclayin,PH,2022-07-22 20:10:02,15.7568,121.5503,77.04,93.0,4.0,2.59,clear sky
576,Marsh harbour,BS,2022-07-22 20:05:30,26.5412,-77.0636,83.97,71.0,0.0,15.28,clear sky
577,Maun,BW,2022-07-22 20:10:06,-19.9833,23.4167,64.6,41.0,56.0,6.76,broken clouds
578,Kaitangata,NZ,2022-07-22 20:08:24,-46.2817,169.8464,36.46,92.0,15.0,3.06,few clouds
579,Garden city,US,2022-07-22 20:10:09,42.3256,-83.331,92.03,37.0,20.0,12.66,few clouds
580,Islamkot,PK,2022-07-22 20:10:11,24.6997,70.177,84.04,81.0,99.0,18.79,overcast clouds
581,Aswan,EG,2022-07-22 20:10:14,24.0934,32.907,91.67,14.0,31.0,13.04,scattered clouds
582,Half moon bay,US,2022-07-22 20:10:16,37.4636,-122.4286,86.54,65.0,0.0,19.57,mist
