,City,Country,Date,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Description
1087,Batagay,RU,2022-07-23 03:42:13,67.6333,134.6333,75.94,42.0,98.0,5.01,overcast clouds
1088,Karasburg,NA,2022-07-23 03:42:15,-28.0167,18.75,53.15,45.0,91.0,9.17,overcast clouds
1089,Cerrito,PY,2022-07-23 03:42:17,6.8432,-72.694,51.39,90.0,66.0,6.91,broken clouds
1090,Talakan,RU,2022-07-23 03:42:19,50.3167,130.3667,77.05,57.0,77.0,2.66,broken clouds
1091,Beyneu,KZ,2022-07-23 03:42:21,45.3167,55.2,83.07,41.0,46.0,12.93,scattered clouds
1092,Puerto colombia,CO,2022-07-23 03:42:23,10.9878,-74.9547,80.69,87.0,57.0,11.99,broken clouds
1093,Marivan,IR,2022-07-23 03:42:24,35.5219,46.176,77.81,19.0,0.0,3.49,clear sky
1094,Talaya,RU,2022-07-23 03:42:26,61.3833,152.75,70.09,28.0,5.0,4.34,clear sky
1095,Boralday,KZ,2022-07-23 03:42:28,43.3578,76.8594,89.46,23.0,20.0,2.24,few clouds
1096,Dombarovskiy,RU,2022-07-23 03:42:30,50.7587,59.5386,78.33,34.0,98.0,7.74,overcast clouds
1097,Amontada,BR,2022-07-23 03:42:32,-3.3617,-39.8317,75.78,80.0,49.0,7.63,scattered clouds
1098,Mashhad,IR,2022-07-23 03:42:34,36.297,59.6062,84.34,54.0,0.0,13.8,clear sky
1099,Khorixas,NA,2022-07-23 03:42:37,-20.3667,14.9667,61.92,39.0,1.0,6.31,clear sky
1100,Haines junction,CA,2022-07-23 03:42:39,60.7522,-137.5108,55.35,54.0,99.0,11.5,overcast clouds
1101,Mehran,IR,2022-07-23 03:42:41,33.1222,46.1646,95.25,13.0,0.0,7.43,clear sky
1102,Petropavlovsk-kamchatskiy,RU,2022-07-23 03:42:42,53.0452,158.6483,63.19,63.0,75.0,11.18,broken clouds
1103,Luderitz,NA,2022-07-23 03:42:44,-26.6481,15.1594,56.84,65.0,25.0,15.37,scattered clouds
1104,Rio grande,BR,2022-07-23 03:42:46,-32.035,-52.0986,59.95,99.0,100.0,3.27,overcast clouds
1105,Halifax,CA,2022-07-23 03:40:18,44.6453,-63.5724,73.29,93.0,0.0,3.44,clear sky
1106,Chingirlau,KZ,2022-07-23 03:42:50,51.095,54.0814,75.52,43.0,100.0,7.38,overcast clouds
1107,Mehriz,IR,2022-07-23 03:42:51,31.5917,54.4318,86.5,11.0,2.0,1.54,clear sky
1108,Derzhavinsk,KZ,2022-07-23 03:42:53,51.1,66.3167,75.07,36.0,1.0,3.13,clear sky
1109,Lopatyn,UA,2022-07-23 03:42:55,50.2202,24.8483,66.6,75.0,40.0,3.76,scattered clouds
1110,Talnakh,RU,2022-07-23 03:42:57,69.4865,88.3972,78.21,30.0,13.0,9.66,few clouds
1111,Tizimin,MX,2022-07-23 03:42:58,21.15,-88.15,77.77,81.0,35.0,6.71,scattered clouds
1112,Curuguaty,PY,2022-07-23 03:43:01,-24.4694,-55.6945,64.9,61.0,97.0,3.42,overcast clouds
1113,Lopukhiv,UA,2022-07-23 03:43:02,48.3653,23.9638,66.24,65.0,20.0,1.74,few clouds
1114,Liaocheng,CN,2022-07-23 03:43:04,36.4439,115.9647,80.73,67.0,41.0,7.2,scattered clouds
1115,Wilmington,US,2022-07-23 03:38:06,34.2257,-77.9447,79.95,84.0,0.0,5.75,clear sky
1116,San jose,GT,2022-07-23 03:40:49,37.3394,-121.895,73.54,57.0,20.0,10.36,few clouds
1117,Ananas,BR,2022-07-23 03:43:11,19.2466,-71.9557,71.13,86.0,100.0,2.86,overcast clouds
1118,La macarena,CO,2022-07-23 03:43:13,2.1837,-73.7849,70.86,98.0,93.0,1.92,overcast clouds
1119,Puerto narino,CO,2022-07-23 03:43:15,-3.7703,-70.3831,71.96,98.0,94.0,1.68,overcast clouds
1120,Mtwara,TZ,2022-07-23 03:43:17,-10.2667,40.1833,66.51,92.0,2.0,8.05,clear sky
1121,Ekibastuz,KZ,2022-07-23 03:43:19,51.6667,75.3667,71.46,51.0,0.0,7.81,clear sky
1122,Omaruru,NA,2022-07-23 03:43:21,-21.4333,15.9333,56.95,45.0,4.0,6.73,clear sky
1123,Bayangol,RU,2022-07-23 03:43:23,50.6977,103.4656,62.02,60.0,97.0,2.1,overcast clouds
1124,Marshall,US,2022-07-23 03:43:24,34.3834,-86.3333,81.37,83.0,0.0,3.44,clear sky
1125,Concepcion del oro,MX,2022-07-23 03:43:26,24.6333,-101.4167,66.54,52.0,28.0,12.55,scattered clouds
1126,Nahavand,IR,2022-07-23 03:43:28,34.1885,48.377,63.41,17.0,0.0,2.24,clear sky
1127,Emba,KZ,2022-07-23 03:43:30,48.8264,58.1442,77.0,47.0,98.0,4.76,overcast clouds
1128,Bayevo,RU,2022-07-23 03:44:32,53.2833,80.7667,72.66,36.0,0.0,10.78,clear sky
1129,Ongandjera,NA,2022-07-23 03:44:34,-17.8833,15.0667,57.09,47.0,0.0,8.86,clear sky
1130,Lichuan,CN,2022-07-23 03:44:36,30.3,108.85,78.91,55.0,81.0,4.05,broken clouds
1131,Devils lake,US,2022-07-23 03:40:05,48.1128,-98.8651,75.18,69.0,0.0,13.8,clear sky
1132,Maryville,US,2022-07-23 03:44:39,35.7565,-83.9705,80.06,86.0,6.0,4.0,clear sky
1133,Tambovka,RU,2022-07-23 03:44:41,50.0969,128.0489,80.22,51.0,31.0,7.92,scattered clouds
1134,Ereymentau,KZ,2022-07-23 03:44:43,51.6199,73.1033,69.4,46.0,0.0,8.28,clear sky
1135,Dickinson,US,2022-07-23 03:44:45,29.4608,-95.0513,85.12,80.0,75.0,5.75,broken clouds
1136,Neyshabur,IR,2022-07-23 03:44:48,36.2133,58.7958,86.4,18.0,0.0,2.55,clear sky
1137,Kralendijk,AN,2022-07-23 03:40:26,12.15,-68.2667,82.38,83.0,20.0,12.66,few clouds
1138,Opuwo,NA,2022-07-23 03:44:51,-18.0607,13.84,57.65,44.0,0.0,4.97,clear sky
1139,Severnyy,RU,2022-07-23 03:44:53,50.677,36.5532,57.24,100.0,100.0,6.71,mist
1140,Esil,KZ,2022-07-23 03:44:54,51.9556,66.4042,72.07,48.0,1.0,7.25,clear sky
1141,Oranjemund,NA,2022-07-23 03:44:56,-28.55,16.4333,52.48,91.0,93.0,7.25,overcast clouds
1142,Baykit,RU,2022-07-23 03:44:58,61.67,96.37,72.99,59.0,100.0,7.31,overcast clouds
1143,Kanadey,RU,2022-07-23 03:45:00,53.1679,47.5264,65.41,83.0,84.0,7.65,broken clouds
1144,Lerwick,GB,2022-07-23 03:45:02,60.1545,-1.1494,50.0,80.0,100.0,7.34,overcast clouds
1145,Constitucion,MX,2022-07-23 03:45:04,-35.3333,-72.4167,52.11,94.0,100.0,6.85,overcast clouds
1146,Fort-shevchenko,KZ,2022-07-23 03:45:05,44.5086,50.263,78.26,62.0,80.0,12.35,light rain
1147,Albania,CO,2022-07-23 03:45:07,41.0,20.0,75.96,42.0,0.0,4.0,clear sky
1148,Grand forks,US,2022-07-23 03:45:09,47.9417,-97.4337,75.13,64.0,0.0,6.91,clear sky
1149,Pevek,RU,2022-07-23 03:41:06,69.7008,170.3133,34.03,92.0,75.0,5.75,broken clouds
1150,Severobaykalsk,RU,2022-07-23 03:45:12,55.65,109.3167,70.34,63.0,34.0,5.59,light rain
1151,Jamestown,US,2022-07-23 03:45:14,42.097,-79.2353,72.72,80.0,0.0,5.75,clear sky
1152,Severodvinsk,RU,2022-07-23 03:45:18,64.5635,39.8302,68.11,91.0,91.0,4.43,overcast clouds
1153,Havre-saint-pierre,CA,2022-07-23 03:45:19,50.2334,-63.5986,55.76,100.0,100.0,6.91,fog
1154,Dovolnoye,RU,2022-07-23 03:45:22,54.4958,79.6671,64.56,59.0,84.0,8.77,broken clouds
1155,Severo-kurilsk,RU,2022-07-23 03:45:23,50.6789,156.125,55.81,87.0,84.0,4.97,broken clouds
1156,Filadelfia,PY,2022-07-23 03:42:01,39.9523,-75.1638,85.15,68.0,99.0,4.0,overcast clouds
1157,Otjiwarongo,NA,2022-07-23 03:45:28,-20.4637,16.6477,51.91,56.0,5.0,9.1,clear sky
1158,Hay river,CA,2022-07-23 03:45:30,60.8156,-115.7999,69.78,49.0,75.0,5.75,broken clouds
1159,Palatka,US,2022-07-23 03:45:32,29.6486,-81.6376,81.99,98.0,25.0,4.03,scattered clouds
1160,Fuerte olimpo,PY,2022-07-23 03:45:34,-21.0415,-57.8738,71.06,44.0,7.0,4.56,clear sky
1161,Pinega,RU,2022-07-23 03:45:37,64.7001,43.3936,63.1,86.0,100.0,4.16,overcast clouds
1162,Anori,BR,2022-07-23 03:45:39,-3.7728,-61.6442,74.98,82.0,17.0,1.14,few clouds
1163,Abnub,EG,2022-07-23 03:45:41,27.2696,31.1511,77.22,44.0,14.0,11.32,few clouds
1164,Andenes,NO,2022-07-23 03:45:43,69.3143,16.1194,50.94,93.0,75.0,18.41,broken clouds
1165,Kirovsk,RU,2022-07-23 03:45:45,48.6375,38.6428,57.36,88.0,90.0,7.85,overcast clouds
1166,Ahtopol,BG,2022-07-23 03:45:46,42.1,27.95,72.0,46.0,0.0,4.76,clear sky
1167,Khamaria,IN,2022-07-23 03:45:48,23.2167,79.8833,80.02,89.0,100.0,4.61,mist
1168,Antsohihy,MG,2022-07-23 03:45:50,-14.8796,47.9875,67.6,63.0,2.0,5.55,clear sky
1169,Paraiso,MX,2022-07-23 03:45:52,9.8383,-83.8656,65.88,100.0,100.0,1.79,overcast clouds
1170,Yelizovo,RU,2022-07-23 03:45:54,53.1873,158.3805,64.54,63.0,75.0,11.18,broken clouds
1171,Aras,NO,2022-07-23 03:45:56,42.5617,-2.356,63.01,63.0,100.0,6.91,overcast clouds
1172,Cabra,PH,2022-07-23 03:45:58,37.4725,-4.4421,78.75,33.0,0.0,3.47,clear sky
1173,Aswan,EG,2022-07-23 03:43:43,24.0934,32.907,81.7,28.0,0.0,5.75,clear sky
1174,Beloha,MG,2022-07-23 03:47:03,-25.1667,45.05,59.92,77.0,0.0,7.29,clear sky
1175,Asyut,EG,2022-07-23 03:47:04,27.181,31.1837,77.18,44.0,11.0,11.21,few clouds
1176,Talcahuano,CL,2022-07-23 03:47:06,-36.7167,-73.1167,51.48,100.0,100.0,5.75,drizzle
1177,Vargem grande do sul,BR,2022-07-23 03:47:08,-21.8322,-46.8936,61.66,54.0,34.0,3.13,scattered clouds
1178,Souillac,MU,2022-07-23 03:47:10,-20.5167,57.5167,68.38,88.0,40.0,14.97,scattered clouds
1179,Taltal,CL,2022-07-23 03:47:12,-25.4,-70.4833,56.41,86.0,100.0,0.74,overcast clouds
1180,Jonava,LT,2022-07-23 03:47:14,55.0833,24.2833,64.45,96.0,0.0,4.61,clear sky
1181,Nha trang,VN,2022-07-23 03:47:15,12.25,109.1833,87.8,69.0,97.0,5.59,overcast clouds
1182,Puranpur,IN,2022-07-23 03:47:17,28.5167,80.15,91.85,52.0,90.0,15.9,overcast clouds
1183,Farafangana,MG,2022-07-23 03:47:19,-22.8167,47.8333,65.01,88.0,65.0,1.54,light rain
1184,Lensk,RU,2022-07-23 03:47:21,60.7253,114.9278,82.17,51.0,69.0,8.01,broken clouds
1185,Tateyama,JP,2022-07-23 03:47:23,34.9833,139.8667,85.1,73.0,0.0,17.92,clear sky
1186,Beli manastir,HR,2022-07-23 03:47:25,45.77,18.6036,74.59,33.0,1.0,2.26,clear sky
1187,Yeniseysk,RU,2022-07-23 03:47:27,58.4497,92.1703,63.81,90.0,54.0,8.99,light rain
1188,Phan thiet,VN,2022-07-23 03:44:54,10.9333,108.1,87.33,63.0,49.0,9.35,scattered clouds
1189,Mormugao,IN,2022-07-23 03:47:30,15.4,73.8,79.86,83.0,75.0,11.5,broken clouds
1190,Chicama,PE,2022-07-23 03:47:32,-7.8447,-79.1469,59.54,89.0,32.0,3.29,scattered clouds
1191,Yerbogachen,RU,2022-07-23 03:47:34,61.2767,108.0108,75.15,45.0,100.0,10.54,overcast clouds
1192,Vallenar,CL,2022-07-23 03:47:36,-28.5708,-70.7581,57.78,79.0,100.0,2.15,overcast clouds
1193,Quang ngai,VN,2022-07-23 03:47:37,15.1167,108.8,91.96,51.0,75.0,7.02,broken clouds
1194,Valparaiso,CL,2022-07-23 03:47:39,-33.0393,-71.6273,53.47,92.0,100.0,3.44,overcast clouds
1195,Qui nhon,VN,2022-07-23 03:45:34,13.7667,109.2333,84.58,72.0,77.0,7.18,broken clouds
1196,Chilca,PE,2022-07-23 03:47:43,-12.5211,-76.7372,59.61,89.0,25.0,5.95,scattered clouds
1197,Chimbote,PE,2022-07-23 03:47:45,-9.0853,-78.5783,61.38,88.0,41.0,5.19,scattered clouds
1198,Nikolsk,RU,2022-07-23 03:47:47,53.7189,46.0712,63.59,85.0,29.0,8.93,scattered clouds
1199,Gospic,HR,2022-07-23 03:47:49,44.5461,15.3747,58.69,55.0,0.0,2.57,clear sky
1200,Funadhoo,MV,2022-07-23 03:47:51,6.15,73.2667,81.72,80.0,100.0,16.53,overcast clouds
1201,Rach gia,VN,2022-07-23 03:47:53,10.0167,105.0833,82.87,74.0,100.0,2.06,overcast clouds
1202,Vicuna,CL,2022-07-23 03:45:42,-30.0319,-70.7081,46.13,57.0,0.0,1.97,clear sky
1203,Cabedelo,BR,2022-07-23 03:47:57,-6.9811,-34.8339,72.27,84.0,92.0,11.48,overcast clouds
1204,Hithadhoo,MV,2022-07-23 03:47:59,-0.6,73.0833,82.31,72.0,100.0,5.26,overcast clouds
1205,Mahajanga,MG,2022-07-23 03:48:00,-15.7167,46.3167,64.42,72.0,20.0,5.75,few clouds
1206,Santa cruz de tenerife,ES,2022-07-23 03:48:04,28.4682,-16.2546,78.58,85.0,100.0,8.99,overcast clouds
1207,Kudahuvadhoo,MV,2022-07-23 03:48:05,2.6708,72.8944,83.16,73.0,95.0,14.83,very heavy rain
1208,Esna,EG,2022-07-23 03:48:09,25.2934,32.554,80.62,23.0,22.0,13.69,few clouds
1209,Arrifes,PT,2022-07-23 03:48:11,37.7667,-25.7,67.23,94.0,20.0,2.3,few clouds
1210,Manakara,MG,2022-07-23 03:48:13,-22.1333,48.0167,62.2,95.0,35.0,5.03,scattered clouds
1211,Kulhudhuffushi,MV,2022-07-23 03:48:15,6.6221,73.07,81.55,78.0,100.0,16.49,overcast clouds
1212,Klaipeda,LT,2022-07-23 03:48:17,55.7172,21.1175,66.25,78.0,33.0,11.81,scattered clouds
1213,Mahibadhoo,MV,2022-07-23 03:48:19,3.7833,72.9667,81.37,78.0,100.0,16.04,overcast clouds
1214,Basingstoke,GB,2022-07-23 03:48:20,51.2625,-1.0871,61.21,90.0,20.0,4.61,few clouds
1215,Nikolskoye,RU,2022-07-23 03:48:22,59.7035,30.7861,69.8,70.0,18.0,6.24,few clouds
1216,Krizevci,HR,2022-07-23 03:48:24,46.0219,16.5425,71.2,63.0,3.0,3.33,clear sky
1217,Berlevag,NO,2022-07-23 03:48:26,70.8578,29.0864,53.6,71.0,47.0,11.5,scattered clouds
1218,Marovoay,MG,2022-07-23 03:48:28,-16.1,46.6333,64.56,71.0,1.0,5.23,clear sky
1219,Thinadhoo,MV,2022-07-23 03:48:30,0.5333,72.9333,81.68,73.0,100.0,7.36,overcast clouds
1220,Puro,PH,2022-07-23 03:48:32,12.4841,123.3827,85.71,72.0,100.0,4.7,overcast clouds
1221,Alofi,NU,2022-07-23 03:48:34,-19.0595,-169.9187,78.69,73.0,16.0,8.05,few clouds
1222,College,US,2022-07-23 03:48:35,64.8569,-147.8028,61.59,64.0,75.0,10.36,shower rain
1223,Ewa beach,US,2022-07-23 03:49:37,21.3156,-158.0072,85.95,55.0,20.0,18.41,few clouds
1224,Riyadh,SA,2022-07-23 03:47:47,24.6877,46.7219,87.94,16.0,76.0,3.74,broken clouds
1225,Hilo,US,2022-07-23 03:48:33,19.7297,-155.09,81.28,82.0,75.0,8.05,broken clouds
1226,Ahipara,NZ,2022-07-23 03:49:44,-35.1667,173.1667,57.11,72.0,100.0,12.33,overcast clouds
1227,Fairbanks,US,2022-07-23 03:49:46,64.8378,-147.7164,61.61,64.0,75.0,10.36,shower rain
1228,Kalianget,ID,2022-07-23 03:49:47,-7.05,113.9333,82.9,69.0,63.0,10.85,broken clouds
1229,Jamsa,FI,2022-07-23 03:49:49,61.8642,25.19,65.14,99.0,99.0,4.03,overcast clouds
1230,Siderno,IT,2022-07-23 03:49:51,38.2779,16.302,76.33,66.0,0.0,9.19,clear sky
1231,Homer,US,2022-07-23 03:45:04,59.6425,-151.5483,58.87,69.0,0.0,11.99,clear sky
1232,Myitkyina,MM,2022-07-23 03:47:26,25.3833,97.4,80.35,86.0,100.0,0.83,light rain
1233,Kahului,US,2022-07-23 03:49:56,20.8947,-156.47,86.02,63.0,40.0,25.32,scattered clouds
1234,Sakakah,SA,2022-07-23 03:49:54,29.9697,40.2064,85.57,18.0,4.0,6.46,clear sky
1235,Juneau,US,2022-07-23 03:49:59,58.3019,-134.4197,53.22,98.0,100.0,13.8,moderate rain
1236,Bay roberts,CA,2022-07-23 03:50:01,47.5999,-53.2648,69.55,95.0,2.0,1.01,clear sky
1237,Kenai,US,2022-07-23 03:50:03,60.5544,-151.2583,60.89,67.0,0.0,17.27,clear sky
1238,Pilot butte,CA,2022-07-23 03:50:05,50.4668,-104.4178,67.62,70.0,75.0,4.61,broken clouds
1239,Salina,US,2022-07-23 03:50:06,38.8403,-97.6114,91.53,49.0,0.0,13.8,clear sky
1240,Luklukan,PH,2022-07-23 03:50:08,14.3254,122.7124,86.61,69.0,100.0,6.51,overcast clouds
1241,Amarillo,US,2022-07-23 03:49:35,35.222,-101.8313,82.24,50.0,0.0,14.97,clear sky
1242,Ketchikan,US,2022-07-23 03:47:57,55.3422,-131.6461,63.07,67.0,40.0,8.05,scattered clouds
1243,Tabuk,SA,2022-07-23 03:50:13,17.4189,121.4443,88.72,63.0,9.0,4.29,clear sky
1244,Guarapari,BR,2022-07-23 03:50:15,-20.6667,-40.4975,66.97,92.0,5.0,6.02,clear sky
1245,Kapaa,US,2022-07-23 03:50:17,22.0752,-159.319,84.18,69.0,20.0,16.11,few clouds
1246,Bluff,NZ,2022-07-23 03:50:18,-46.6,168.3333,45.81,70.0,2.0,3.76,clear sky
1247,Kodiak,US,2022-07-23 03:50:20,57.79,-152.4072,54.91,71.0,75.0,8.05,broken clouds
1248,Nome,US,2022-07-23 03:50:22,64.5011,-165.4064,48.27,81.0,75.0,11.5,broken clouds
1249,Turayf,SA,2022-07-23 03:50:25,31.6725,38.6637,73.65,49.0,0.0,13.8,clear sky
1250,Palmer,US,2022-07-23 03:50:26,42.1584,-72.3287,78.24,73.0,20.0,5.75,few clouds
1251,Aransas pass,US,2022-07-23 03:50:29,27.9095,-97.15,86.02,82.0,0.0,13.8,clear sky
1252,Umm lajj,SA,2022-07-23 03:50:31,25.0213,37.2685,85.64,58.0,22.0,11.36,few clouds
1253,Mezen,RU,2022-07-23 03:50:33,65.8522,44.24,52.45,83.0,100.0,9.31,overcast clouds
1254,Bukachacha,RU,2022-07-23 03:50:35,52.9833,116.9167,83.1,41.0,6.0,13.42,clear sky
1255,Kajaani,FI,2022-07-23 03:50:37,64.2273,27.7285,55.45,100.0,100.0,2.3,heavy intensity rain
1256,Sitka,US,2022-07-23 03:50:39,57.0531,-135.33,53.49,87.0,100.0,8.05,light rain
1257,Auki,SB,2022-07-23 03:50:41,-8.7676,160.7034,83.79,68.0,16.0,2.75,few clouds
1258,Beaverlodge,CA,2022-07-23 03:50:43,55.2166,-119.4361,69.15,77.0,80.0,6.69,broken clouds
1259,Guaratinga,BR,2022-07-23 03:50:45,-16.5667,-39.5667,62.42,97.0,4.0,2.62,clear sky
1260,Solaro,IT,2022-07-23 03:50:46,44.8799,9.1732,71.62,57.0,98.0,4.88,overcast clouds
1261,Shagamu,NG,2022-07-23 03:50:48,6.8432,3.6478,73.71,92.0,100.0,3.09,light rain
1262,Buala,SB,2022-07-23 03:50:50,-8.145,159.5921,84.78,66.0,22.0,6.26,few clouds
1263,Makakilo city,US,2022-07-23 03:50:52,21.3469,-158.0858,84.52,54.0,20.0,18.41,few clouds
1264,Christchurch,NZ,2022-07-23 03:47:50,-43.5333,172.6333,47.41,71.0,75.0,12.66,broken clouds
1265,Gizo,SB,2022-07-23 03:50:55,-8.103,156.8419,83.82,70.0,11.0,5.53,few clouds
1266,Kamaishi,JP,2022-07-23 03:50:57,39.2667,141.8833,73.53,97.0,85.0,4.9,moderate rain
1267,Nanakuli,US,2022-07-23 03:50:59,21.3906,-158.1547,85.95,51.0,20.0,12.66,few clouds
1268,Port-cartier,CA,2022-07-23 03:51:01,50.0334,-66.8654,57.74,82.0,58.0,2.39,broken clouds
1269,Wasilla,US,2022-07-23 03:51:02,61.5814,-149.4394,59.18,79.0,100.0,12.66,light rain
1270,Honiara,SB,2022-07-23 03:51:04,-9.4333,159.95,83.98,70.0,31.0,2.53,scattered clouds
1271,Kirakira,SB,2022-07-23 03:51:06,-10.4544,161.9205,83.5,73.0,19.0,5.64,few clouds
1272,Apache junction,US,2022-07-23 03:51:08,33.4151,-111.5496,104.88,23.0,0.0,3.44,clear sky
1273,Atuona,PF,2022-07-23 03:50:16,-9.8,-139.0333,77.59,79.0,14.0,16.64,few clouds
1274,Ketou,BJ,2022-07-23 03:52:13,7.3633,2.5998,71.26,98.0,100.0,5.23,moderate rain
1275,Wahiawa,US,2022-07-23 03:52:14,21.5028,-158.0236,82.72,62.0,75.0,9.22,broken clouds
1276,Lata,SB,2022-07-23 03:47:54,40.1629,-8.3327,62.08,88.0,0.0,2.01,clear sky
1277,Avera,PF,2022-07-23 03:52:19,33.194,-82.5271,79.56,68.0,98.0,4.14,overcast clouds
1278,Port hardy,CA,2022-07-23 03:48:20,50.6996,-127.4199,60.98,72.0,75.0,12.66,broken clouds
1279,Dargaville,NZ,2022-07-23 03:52:23,-35.9333,173.8833,56.23,73.0,92.0,10.4,overcast clouds
1280,Victoria,SC,2022-07-23 03:49:07,22.2855,114.1577,94.96,73.0,0.0,5.99,clear sky
1281,Veraval,IN,2022-07-23 03:52:26,20.9,70.3667,81.93,80.0,100.0,17.31,overcast clouds
1282,Port hawkesbury,CA,2022-07-23 03:52:28,45.6169,-61.3485,71.55,95.0,0.0,2.3,clear sky
1283,Faanui,PF,2022-07-23 03:52:30,-16.4833,-151.75,78.66,74.0,11.0,10.89,few clouds
1284,Dunedin,NZ,2022-07-23 03:51:02,-45.8742,170.5036,48.79,72.0,14.0,8.01,few clouds
1285,Elat,IL,2022-07-23 03:52:34,29.5581,34.9482,80.44,61.0,0.0,6.91,clear sky
1286,Tongliao,CN,2022-07-23 03:52:36,43.6125,122.2653,83.88,50.0,100.0,4.03,overcast clouds
1287,Nikki,BJ,2022-07-23 03:52:38,9.9401,3.2108,70.5,97.0,100.0,5.79,light rain
1288,Guiratinga,BR,2022-07-23 03:52:39,-16.3494,-53.7583,67.66,47.0,4.0,4.45,clear sky
1289,Black diamond,CA,2022-07-23 03:52:41,47.3087,-122.0032,68.99,70.0,4.0,1.01,clear sky
1290,Huejuquilla el alto,MX,2022-07-23 03:52:43,22.6,-103.8667,58.46,86.0,79.0,1.45,broken clouds
1291,Brindisi,IT,2022-07-23 03:52:45,40.5833,17.6667,77.77,37.0,0.0,3.44,clear sky
1292,Kamiiso,JP,2022-07-23 03:52:46,41.8167,140.65,71.98,83.0,75.0,5.75,broken clouds
1293,Gurupa,BR,2022-07-23 03:52:51,-1.405,-51.64,74.08,81.0,82.0,2.75,broken clouds
1294,Bara,SD,2022-07-23 03:52:53,10.3744,10.7288,71.73,93.0,100.0,5.91,overcast clouds
1295,Traverse city,US,2022-07-23 03:51:57,44.7631,-85.6206,73.6,82.0,26.0,12.84,scattered clouds
1296,Yenagoa,NG,2022-07-23 03:52:58,4.9247,6.2642,74.41,93.0,100.0,4.25,light rain
1297,Burley,US,2022-07-23 03:53:00,42.5357,-113.7928,75.16,35.0,0.0,5.75,clear sky
1298,Mae sot,TH,2022-07-23 03:53:02,16.7167,98.5667,82.67,74.0,20.0,1.14,few clouds
1299,Mattru,SL,2022-07-23 03:53:04,7.6244,-11.8332,72.5,96.0,100.0,2.48,light rain
1300,Chino valley,US,2022-07-23 03:53:06,34.7575,-112.4538,87.12,32.0,100.0,1.99,overcast clouds
1301,Powell river,CA,2022-07-23 03:53:08,49.8496,-124.5361,68.18,81.0,67.0,1.01,broken clouds
1302,Sovetskiy,RU,2022-07-23 03:49:57,61.3614,63.5842,54.79,56.0,68.0,5.77,broken clouds
1303,Zaria,NG,2022-07-23 03:53:11,11.1113,7.7227,68.81,96.0,81.0,5.82,broken clouds
1304,Gisborne,NZ,2022-07-23 03:53:13,-38.6533,178.0042,52.11,67.0,99.0,6.93,overcast clouds
1305,Coolidge,US,2022-07-23 03:53:15,32.9778,-111.5176,104.04,29.0,93.0,7.23,overcast clouds
1306,Urumqi,CN,2022-07-23 03:53:16,43.801,87.6005,85.15,25.0,0.0,11.18,clear sky
1307,Acoyapa,NI,2022-07-23 03:53:20,11.9703,-85.1711,75.06,91.0,100.0,7.9,overcast clouds
1308,Chepareria,KE,2022-07-23 03:53:22,1.3077,35.2039,60.22,88.0,90.0,2.28,light rain
1309,Hamilton,BM,2022-07-23 03:50:09,39.1834,-84.5333,78.22,81.0,0.0,0.0,clear sky
1310,Kuusamo,FI,2022-07-23 03:53:25,65.9667,29.1833,57.24,88.0,0.0,1.14,clear sky
1311,Juba,SD,2022-07-23 03:53:27,4.8517,31.5825,68.77,93.0,82.0,2.28,light rain
1312,Hanmer springs,NZ,2022-07-23 03:53:29,-42.5167,172.8167,44.01,78.0,96.0,2.84,overcast clouds
1313,Mataura,PF,2022-07-23 03:53:31,-46.1927,168.8643,45.48,73.0,4.0,2.68,clear sky
1314,Saint george,BM,2022-07-23 03:51:03,37.1041,-113.5841,102.79,16.0,0.0,9.22,clear sky
1315,Kaduqli,SD,2022-07-23 03:53:36,11.0167,29.7167,75.02,79.0,100.0,4.23,overcast clouds
1316,Moerai,PF,2022-07-23 03:53:38,-22.4333,-151.3333,73.9,75.0,32.0,20.13,scattered clouds
1317,Fredonia,US,2022-07-23 03:54:40,42.4401,-79.3317,74.75,73.0,0.0,9.82,clear sky
1318,La plata,US,2022-07-23 03:54:13,-34.9215,-57.9545,50.83,96.0,41.0,8.93,scattered clouds
1319,Severo-yeniseyskiy,RU,2022-07-23 03:54:43,60.3725,93.0408,68.09,55.0,33.0,7.49,scattered clouds
1320,Tarko-sale,RU,2022-07-23 03:54:45,64.9225,77.785,48.6,89.0,100.0,14.23,light rain
1321,Manzanillo,MX,2022-07-23 03:54:47,20.3433,-77.1167,76.91,89.0,99.0,7.36,overcast clouds
1322,Okha,RU,2022-07-23 03:54:49,53.5739,142.9478,63.37,59.0,93.0,9.46,overcast clouds
1323,Eureka,US,2022-07-23 03:54:50,40.8021,-124.1637,60.21,82.0,17.0,1.01,few clouds
1324,Duncan,US,2022-07-23 03:54:52,34.5023,-97.9578,88.05,51.0,0.0,9.22,clear sky
1325,Okhotsk,RU,2022-07-23 03:54:54,59.3833,143.3,66.54,75.0,48.0,7.09,scattered clouds
1326,Paarl,ZA,2022-07-23 03:54:56,-33.7338,18.9752,53.02,94.0,85.0,2.17,overcast clouds
1327,Kholm,AF,2022-07-23 03:54:58,59.2667,32.85,64.99,71.0,22.0,6.24,few clouds
1328,Sevsk,RU,2022-07-23 03:54:59,52.1491,34.4926,60.12,89.0,1.0,8.23,clear sky
1329,Seymchan,RU,2022-07-23 03:55:01,62.8833,152.4333,71.74,35.0,34.0,1.97,scattered clouds
